Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein (linked to MSKCC Mapback)	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources 
80312	TET1	CXXC finger 6	NM_030625	NP_085128.2	ENSG00000138336	chr10:70002101 - 70121577	DNA binding;metal ion binding;nucleus;zinc ion binding	"Futreal et al 2004, Mitelman 2000, Entrez Query:Oncogene, Translocation"
54790	TET2	KIAA1546	"NM_001127208, NM_017628"	"NP_001120680.1, NP_060098.3"	ENSG00000168769	chr4:106374548 - 106417125		Entrez Query:Oncogene
200424	TET3	-	NM_144993	NP_659430.1	ENSG00000187605	chr2:74126957 - 74182811		Entrez Query:Oncogene
10342	TFG	TRK-fused gene	NM_006070	NP_006061.2	ENSG00000114354	chr3:101915219 - 101950065	ATP binding;cytoplasm;identical protein binding;membrane;positive regulation of I-kappaB kinase/NF-kappaB cascade;protein amino acid phosphorylation;signal transducer activity;transmembrane receptor protein tyrosine kinase activity;transmembrane receptor protein tyrosine kinase signaling pathway	"Futreal et al 2004, Mitelman 2000, Entrez Query:Oncogene, Translocation"
7040	TGFB1	"transforming growth factor, beta 1"	NM_000660	NP_000651.3	ENSG00000105329	chr19:46528796 - 46550789	"cell death;cell growth;epithelial to mesenchymal transition;extracellular space;germ cell migration;growth factor activity;inflammatory response;lymph node development;negative regulation of cell proliferation;negative regulation of ossification;negative regulation of progression through cell cycle;negative regulation of transcription;organ morphogenesis;positive regulation of cell proliferation;positive regulation of isotype switching to IgA isotypes;positive regulation of transcription, DNA-dependent;prot"	"TGFBR, Protein Kinase, Stability, Tumor Suppressor, Entrez Query:Oncogene"
10189	THOC4	THO complex 4	NM_005782	NP_005773.2	ENSG00000183684	chr17:77439302 - 77442731	mRNA processing;mRNA transport;nucleotide binding;nucleus;protein binding;protein folding;RNA binding;RNA splicing;single-stranded DNA binding;spliceosome;transport	Entrez Query:Oncogene
7066	THPO	"thrombopoietin (myeloproliferative leukemia virus oncogene ligand, megakaryocyte growth and development factor)"	NM_000460	NP_000451.1	ENSG00000090534	chr3:185572994 - 185576741	cell proliferation;cytokine activity;extracellular region;extracellular space;growth factor activity;hormone activity;multicellular organismal development	Entrez Query:Oncogene
7067	THRA	"thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian)"	"NM_199334, NM_003250"	"NP_955366.1, NP_003241.2"	ENSG00000126351	chr17:35484267 - 35503161	"biological_process;cartilage condensation;metal ion binding;negative regulation of transcription;nucleus;organ morphogenesis;ossification;protein binding;regulation of heart contraction;regulation of transcription, DNA-dependent;sequence-specific DNA binding;steroid hormone receptor activity;thyroid hormone receptor activity;transcription factor activity;transcription from RNA polymerase II promoter;transcriptional repressor activity;zinc ion binding"	Entrez Query:Oncogene
7068	THRB	"thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)"	"NM_001128176, NM_001128177"	"NP_001121648.1, NP_001121649.1"	ENSG00000151090	chr3:24139378 - 24245454	"metal ion binding;negative regulation of transcription;nucleus;organ morphogenesis;positive regulation of transcription from RNA polymerase II promoter;protein binding;receptor activity;regulation of heart contraction;regulation of transcription, DNA-dependent;sensory perception of sound;sequence-specific DNA binding;steroid hormone receptor activity;thyroid hormone receptor activity;transcription;transcription corepressor activity;transcription factor activity;zinc ion binding"	Entrez Query:Oncogene
7078	TIMP3	"TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)"	NM_000362	NP_000353.1	ENSG00000100234	chr22:31527987 - 31585364	basement membrane;enzyme inhibitor activity;induction of apoptosis by extracellular signals;metalloendopeptidase inhibitor activity;molecular_function;proteinaceous extracellular matrix;response to stimulus;transmembrane receptor protein tyrosine kinase signaling pathway;visual perception	"Tumor Suppressor, Entrez Query:Oncogene"
3195	TLX1	T-cell leukemia homeobox 1	NM_005521	NP_005512.1	ENSG00000107807	chr10:102881288 - 102886660	"cell fate commitment;central nervous system development;multicellular organismal development;neuron differentiation;nucleus;organ formation;positive regulation of cell proliferation;positive regulation of transcription from RNA polymerase II promoter;protein heterodimerization activity;regulation of transcription, DNA-dependent;sequence-specific DNA binding;spleen development;transcription factor activity"	"Futreal et al 2004, Mitelman 2000, Vogelstein and Kinzler 2004, Entrez Query:Oncogene, Translocation"
64114	TMBIM1	transmembrane BAX inhibitor motif containing 1	NM_022152	NP_071435.2	ENSG00000135926	chr2:218848441 - 218855108	integral to membrane;membrane	Entrez Query:Oncogene
51643	TMBIM4	transmembrane BAX inhibitor motif containing 4	NM_016056	NP_057140.2	ENSG00000155957	chr12:64818006 - 64849998	integral to membrane;membrane;protein binding	Entrez Query:Oncogene
7009	TMBIM6	testis enhanced gene transcript (BAX inhibitor 1)	"NM_003217, NM_001098576"	"NP_003208.2, NP_001092046.1"	ENSG00000139644	chr12:48422186 - 48442946	apoptosis;endoplasmic reticulum;insoluble fraction;integral to plasma membrane;membrane;negative regulation of apoptosis;nucleus	Entrez Query:Oncogene
23585	TMEM50A	transmembrane protein 50A	NM_014313	NP_055128.1	ENSG00000183726	chr1:25539564 - 25559783	cytoplasm;endoplasmic reticulum;integral to membrane;membrane	Entrez Query:Oncogene
3371	TNC	tenascin C (hexabrachion)	NM_002160	NP_002151.2	ENSG00000041982	chr9:116823256 - 116893118	cell adhesion;proteinaceous extracellular matrix;receptor binding;signal transduction	"Stability, Entrez Query:Oncogene"
10140	TOB1	"transducer of ERBB2, 1"	NM_005749	NP_005740.1	ENSG00000141232	chr17:46295339 - 46296377	cytoplasm;negative regulation of BMP signaling pathway;negative regulation of cell proliferation;negative regulation of osteoblast differentiation;SH3/SH2 adaptor activity;SMAD binding;SMAD protein nuclear translocation;transcription corepressor activity	Entrez Query:Oncogene
10043	TOM1	target of myb1 (chicken)	NM_005488	NP_005479.1	ENSG00000100284	chr22:34025921 - 34073202	cytosol;early endosome;endocytosis;endosome;endosome transport;intracellular;intracellular protein transport;lysosome;membrane;protein binding	Entrez Query:Oncogene
10040	TOM1L1	target of myb1 (chicken)-like 1	NM_005486	NP_005477.2	ENSG00000141198	chr17:50333225 - 50392986	endosome;intracellular;intracellular protein transport;lysosome;membrane;protein binding;protein kinase activator activity	"Protein Kinase, Entrez Query:Oncogene"
146691	TOM1L2	target of myb1-like 2 (chicken)	"NM_001082968, NM_001033551"	"NP_001076437.1, NP_001028723.1"	ENSG00000175662	chr17:17691673 - 17816352	intracellular;intracellular protein transport;membrane	Entrez Query:Oncogene
7157	TP53	tumor protein p53 (Li-Fraumeni syndrome)	"NM_001126114, NM_001126117, NM_000546, NM_001126113, NM_001126112, NM_001126116"	"NP_001119586.1, NP_001119589.1, NP_001119587.1, NP_001119585.1, NP_001119584.1, NP_001119588.1"	ENSG00000141510	chr17:7513651 - 7520637	"ATP binding;base-excision repair;caspase activation via cytochrome c;cell aging;cell cycle;cell cycle arrest;cell differentiation;cell proliferation;cellular response to glucose starvation;copper ion binding;cytoplasm;DNA damage response, signal transduction by p53 class mediator resulting in induction of apoptosis;DNA strand annealing activity;endoplasmic reticulum;enzyme binding;ER overload response;induction of apoptosis by intracellular signals;insoluble fraction;metal ion binding;mitochondrion;multicel"	"Futreal et al 2004, Vogelstein and Kinzler 2004, Stability, Tumor Suppressor, Entrez Query:Oncogene, Frameshift mutation, Missense mutation, Nonsense mutation"
7161	TP73	tumor protein p73	"NM_005427, NM_001126241, NM_001126242, NM_001126240"	"NP_005418.1, NP_001119713.1, NP_001119714.1, NP_001119712.1"	ENSG00000078900	chr1:3588789 - 3639503	"apoptosis;cell cycle;DNA damage response, signal transduction resulting in induction of apoptosis;metal ion binding;mismatch repair;negative regulation of progression through cell cycle;nucleus;protein binding;regulation of transcription, DNA-dependent;transcription;transcription factor activity;zinc ion binding"	"Alpha6Beta4 Integrin, TGFBR, Stability, Tumor Suppressor, Entrez Query:Oncogene"
7163	TPD52	tumor protein D52	"NM_005079, NM_001025252, NM_001025253"	"NP_005070.1, NP_001020423.1, NP_001020424.1"	ENSG00000076554	chr8:81112905 - 81155243	anatomical structure morphogenesis;B cell differentiation;calcium ion binding;cytoplasm;endoplasmic reticulum;perinuclear region of cytoplasm;protein heterodimerization activity;protein homodimerization activity;secretion	Entrez Query:Oncogene
7175	TPR	translocated promoter region (to activated MET oncogene)	NM_003292	NP_003283.2	ENSG00000047410	chr1:184549725 - 184610783	cytoplasm;nuclear envelope;nuclear pore;nucleus;protein import into nucleus;transport	"Futreal et al 2004, Mitelman 2000, Entrez Query:Oncogene, Translocation"
28951	TRIB2	tribbles homolog 2 (Drosophila)	NM_021643	NP_067675.1	ENSG00000071575	chr2:12775884 - 12798371	ATP binding;cytoplasm;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase activity;protein kinase inhibitor activity;regulation of MAPK activity	"Protein Kinase, Entrez Query:Oncogene"
22954	TRIM32	tripartite motif-containing 32	NM_012210	NP_036342.2	ENSG00000119401	chr9:118499842 - 118501804	intracellular;ligase activity;metal ion binding;nucleus;protein binding;transcription coactivator activity;ubiquitin cycle;zinc ion binding	"Stability, Entrez Query:Oncogene"
7249	TSC2	tuberous sclerosis 2	"NM_001114382, NM_001077183, NM_000548"	"NP_001107854.1, NP_001070651.1, NP_000539.2"	ENSG00000103197	chr16:2038617 - 2078612	cell cycle;cytoplasm;cytosol;endocytosis;GTPase activator activity;intracellular;membrane fraction;negative regulation of progression through cell cycle;plasma membrane;positive regulation of GTPase activity;protein folding;regulation of small GTPase mediated signal transduction;unfolded protein binding	"Futreal et al 2004, Vogelstein and Kinzler 2004, Protein Kinase, Stability, Tumor Suppressor, Entrez Query:Oncogene, Frameshift mutation, Large deletion, Missense mutation, Nonsense mutation, Splicing mutation"
60385	TSKS	-	NM_021733	NP_068379.1	ENSG00000126467	chr19:54934844 - 54958316	protein binding	Entrez Query:Oncogene
64927	TTC23	tetratricopeptide repeat domain 23	NM_022905	NP_075056.3	ENSG00000103852	chr15:97495737 - 97586440	binding	Entrez Query:Oncogene
7291	TWIST1	twist homolog 1 (acrocephalosyndactyly 3; Saethre-Chotzen syndrome) (Drosophila)	NM_000474	NP_000465.1	ENSG00000122691	chr7:19122860 - 19123469	"anatomical structure morphogenesis;cell differentiation;chromosome organization and biogenesis (sensu Eukaryota);DNA binding;enzyme inhibitor activity;multicellular organismal development;negative regulation of transcription from RNA polymerase II promoter;nucleus;protein binding;regulation of transcription, DNA-dependent;RNA polymerase II transcription factor activity;skeletal development"	Entrez Query:Oncogene
7298	TYMS	thymidylate synthetase	NM_001071	NP_001062.1	ENSG00000176890	chr18:647742 - 662997	"deoxyribonucleoside monophosphate biosynthetic process;DNA repair;DNA replication;dTMP biosynthetic process;methyltransferase activity;nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;nucleotide biosynthetic process;phosphoinositide-mediated signaling;thymidylate synthase activity;transferase activity"	"Stability, Entrez Query:Oncogene"
7335	UBE2V1	ubiquitin-conjugating enzyme E2 variant 1			ENSG00000124208	chr20:null	"activation of NF-kappaB transcription factor;cell differentiation;cytoplasm;nucleus;positive regulation of I-kappaB kinase/NF-kappaB cascade;protein binding;protein modification process;protein polyubiquitination;regulation of DNA repair;regulation of progression through cell cycle;regulation of transcription, DNA-dependent;small conjugating protein ligase activity;transcriptional activator activity;ubiquitin conjugating enzyme complex;ubiquitin cycle"	"Stability, Entrez Query:Oncogene"
7337	UBE3A	"ubiquitin protein ligase E3A (human papilloma virus E6-associated protein, Angelman syndrome)"	"NM_000462, NM_130838, NM_130839"	"NP_000453.2, NP_570853.1, NP_570854.1"	ENSG00000114062	chr15:23135376 - 23204888	brain development;cytosol;intracellular;ligase activity;nucleus;protein binding;protein complex;protein modification process;proteolysis;ubiquitin cycle;ubiquitin-dependent protein catabolic process;ubiquitin-protein ligase activity	"Androgen Receptor, Stability, Tumor Suppressor, Entrez Query:Oncogene"
7343	UBTF	"upstream binding transcription factor, RNA polymerase I"	"NM_001076683, NM_014233"	"NP_001070152.1, NP_055048.1"	ENSG00000108312	chr17:39640135 - 39651123	"DNA binding;nucleolus;nucleus;protein binding;regulation of transcription from RNA polymerase I promoter;regulation of transcription, DNA-dependent;RNA polymerase I transcription factor activity;transcription"	Entrez Query:Oncogene
7375	USP4	ubiquitin specific peptidase 4 (proto-oncogene)	"NM_199443, NM_003363"	"NP_955475.1, NP_003354.2"	ENSG00000114316	chr3:49290729 - 49352461	cysteine-type endopeptidase activity;lysosome;nucleus;peptidase activity;ubiquitin cycle;ubiquitin thiolesterase activity;ubiquitin-dependent protein catabolic process	Entrez Query:Oncogene
9098	USP6	ubiquitin specific peptidase 6 (Tre-2 oncogene)	NM_004505	NP_004496.2	ENSG00000129204	chr17:4974386 - 5016997	cysteine-type endopeptidase activity;intracellular;lysosome;nucleic acid binding;protein binding;protein modification process;Rab GTPase activator activity;regulation of Rab GTPase activity;ubiquitin cycle;ubiquitin thiolesterase activity;ubiquitin-dependent protein catabolic process	Entrez Query:Oncogene
7409	VAV1	vav 1 oncogene	NM_005428	NP_005419.2	ENSG00000141968	chr19:6723818 - 6808118	diacylglycerol binding;guanyl-nucleotide exchange factor activity;immune response;integrin-mediated signaling pathway;intracellular;intracellular signaling cascade;metal ion binding;nucleus;phagocytosis;positive regulation of cell adhesion;protein binding;Rac guanyl-nucleotide exchange factor activity;regulation of GTPase activity;regulation of Rho protein signal transduction;transcription factor activity;zinc ion binding	"EGFR1, Kit Receptor, Entrez Query:Oncogene"
7410	VAV2	vav 2 oncogene	NM_003371	NP_003362.2	ENSG00000160293	chr9:135619004 - 135847221	diacylglycerol binding;guanyl-nucleotide exchange factor activity;intracellular;intracellular signaling cascade;metal ion binding;protein binding;regulation of Rho protein signal transduction;Rho guanyl-nucleotide exchange factor activity;zinc ion binding	Entrez Query:Oncogene
